11870	http://11870.com/	http://11870.com/api/	http://11870.com/api	http://11870.com/interaction	Search	REST 		OAuth with API Key
Quickpay	http://www.quickpay.net	https://secure.quickpay.dk/api	http://doc.quickpay.net/api.html	info@quickpay.net	Payments	HTTP 		HTTP Basic Authentication
Quizlet Flashcards	http://quizlet.com	https://api.quizlet.com/2.0/	https://quizlet.com/api/2.0/docs	api@quizlet.com	Education	REST 		API Key, OAuth 2.0
RadMap	http://mesonet.agron.iastate.edu/	http://mesonet.agron.iastate.edu/GIS/radmap.php?	http://mesonet.agron.iastate.edu/GIS/radmap_api.phtml	rwarritt@bruce.agron.iastate.edu	Weather	REST 		Public
Rainforest QA	https://www.rainforestqa.com/	https://rainforestqa.com/api/1	https://docs.rainforestqa.com/ci-integration/	hello@rainforestqa.com	Tools	REST 		API Token
Raphael Research Resource	http://www.nationalgallery.org.uk/	http://rdf.ng-london.org.uk/raphael/page/	http://rdf.ng-london.org.uk/raphael/page/	joseph.padfield@ng-london.org.uk	Education	RDF 		Public
Ravelry	http://www.ravelry.com	https://www.ravelry.com/app/	https://www.ravelry.com/account/login	api@ravelry.com	Social	REST 		OAuth
Rdio	http://www.rdio.com/	http://api.rdio.com/1/	http://www.rdio.com/developers/	developersupport@rd.io	Music	XML 	http://www.apihub.com/rdio/api/rdio-oembed-api?utm_source=programmableweb&amp;utm_me...	OAuth 1.0
Readmill	http://www.readmill.com	http://www.api.readmill.com	http://developers.readmill.com/	api@readmill.com	Social	REST 		API Key, oAuth 2.0
RealFaviconGenerator	http://realfavicongenerator.net/	http://realfavicongenerator.net/api/	http://realfavicongenerator.net/api	contact@realfavicongenerator.net	Tools	REST 		API Key
RedLine13 Zip Code Distance	http://www.redline13.com/	http://zipcodedistanceapi.redline13.com/rest/	http://zipcodedistanceapi.redline13.com/	info@redline13.com	Tools	HTTP 		API Key
Refinder	http://www.getrefinder.com/	http://www.getrefinder.com/things/	http://www.getrefinder.com/about/content/developers	dev@gnowsis.com	Search	REST 		OAuth
Rental Car Manager	http://rentalcarmanager.com/index.htm	http://{dev}.rentalcarmanager.com.au/rcmagentws/	http://rentalcarmanager.host4kb.com/article/AA-00435/0/Rental-Car-Manager-Agent-...	info@rentalcarmanager.com	Travel	REST 		API Key
Reputer	http://bibiserv.techfak.uni-bielefeld.de/	http://bibiwsserv.techfak.uni-bielefeld.de/REPuter/axis/REPuterPort	http://bibiserv.techfak.uni-bielefeld.de/reputer/webservice.html	bibi-help@techfak.uni-bielefeld.de	Science	SOAP 		None
Research Data Australia	http://ands.org.au/index.html	https://researchdata.ands.org.au/registry/orca/services/	http://ands.org.au/resource/java-api.html	contact@ands.org.au	Search	REST 		Public
Researchr	http://researchr.org/	http://researchr.org/api/	http://researchr.org/about/api/	info@researchr.org	Science	REST 		Public
RestBackup	http://www.restbackup.com/	https://us.restbackup.com/	http://www.restbackup.com/api	mike@restbackup.com	Storage	REST 		HTTP Basic Authentication
Retweet Rank	http://www.retweetrank.com/	http://api.retweetrank.com/	http://www.retweetrank.com/view/api	support@retweetrank.com	Social	HTTP 		API Key
RightsLine	http://www.rightsline.com/	https://api.rightsline.com/	http://www.rightsline.com/RightsLine_Service_API_v2012_4_15.htm	info@rightsline.com	Media	REST 		API Key
RIOJA Journal Repository	http://www.ucl.ac.uk/ls/rioja/	http://www.arxivjournal.org/xml/rioja-types	http://cosmologist.info/xml/APIs.html	antony@cosmologist.info	Science	XML 		None
RiteTag	RiteTag	http://ritetag.com	RiteTag: Get your tweets found and shared with better hashtags	saul@ritetag.com	Social	REST 		OAuth 1
RNAforester	http://bibiserv.techfak.uni-bielefeld.de/	http://bibiwsserv.techfak.uni-bielefeld.de/RNAforester/axis/RNAforesterPort	http://bibiserv.techfak.uni-bielefeld.de/rnaforester/webservice.html	bibi-help@techfak.uni-bielefeld.de	Science	SOAP 		None
RNAhybrid	http://bibiserv.techfak.uni-bielefeld.de/	http://bibiwsserv.techfak.uni-bielefeld.de/RNAhybrid/axis/RNAhybridPort	http://bibiserv.techfak.uni-bielefeld.de/rnahybrid/webservice.html	bibi-help@techfak.uni-bielefeld.de	Science	SOAP 		None
RNAshapes	http://bibiserv.techfak.uni-bielefeld.de/	http://bibiwsserv.techfak.uni-bielefeld.de/RNAshapes/axis/RNAshapesPort	http://bibiserv.techfak.uni-bielefeld.de/rnashapes/webservice.html	bibi-help@techfak.uni-bielefeld.de 	Science	SOAP 		None
Robust Links	http://www.robustlinks.com/	http://robustlinks.dyndns.org/api/	http://robustlinks.dyndns.org/api/	peyman@robustlinks.com	Tools	HTTP 		API Key
Roomorama	roomorama.com	https://api.roomorama.com/v0.9	https://www.roomorama.com/api	api@roomorama.com	Travel	REST 		OAuth
roondoo	http://roondoo.com/	http://roondoo.com/r/API/	http://roondoo.com/r/developer/	hello@roondoo.com	Social	HTTP 		API Key
RunSignUp	https://runsignup.com/	https://runsignup.com/rest/	https://runsignup.com/API/	info@runsignup.com	Sports	REST 		API Key, Oauth authentication
Sabre	http://www.sabretravelnetwork.com	https://api.sabre.com/,  https://webservices.sabre.com/websvc	Sabre Dev Studio	developer.info@sabre.com	Travel	XML 		OAuth 2, Session
Salsa Commons	http://www.salsalabs.com/	https://{campaign-specific domain}/api/	https://help.salsalabs.com/forums/21886283-Developer-Resources	info@salsalabs.com	Social	REST 		HTTP Basic Authentication
Samepoint Real-Time Social Media	http://www.samepoint.biz	http://apipoint.samepoint.com	https://api.samepoint.com/	learn@samepoint.com	Social	REST 		dedicated URL, API Key (optional)
Saygent	http://www.saygent.com	https://saygent.com/api/v1/	http://saygent.com/api	api@saygent.com	Other	REST 		API Token
SBML Validator	http://sbml.org/	http://sbml.org/validator/	http://sbml.org/Facilities/Documentation/Validator_Web_API	mhucka@caltech.edu	Science	REST 		Public
Scalarium	http://scalarium.com	https://manage.scalarium.com/api	http://support.scalarium.com/kb/api	info@scalarium.com	Cloud	REST 		User Token
Science Museum	http://sciencemuseum.org.uk	http://api.sciencemuseum.org.uk	http://api.sciencemuseum.org.uk/documentation/	web.team@nmsi.ac.uk	Education	REST 		Open
ScottyLabs	http://scottylabs.org/	https://apis.scottylabs.org/v1/	https://apis.scottylabs.org/	info@scottylabs.org	Education	HTTP 		API Key
Screach	http://screach.com	http://dev.screach.com/api-v3#	http://dev.screach.com/api-v3	hello@screenreach.com	Social	REST 		API Token
Scup	http://www.scupsocial.com/	http://api.scup.com.br/	http://www.scupsocial.com/resources-and-help/apidocs	support@scupsocial.com	Social	REST 		API Key
SearchBox	http://www.searchbox.com	http://api.searchbox.com/{URI}?searchbox={SEARCHBOX}	http://help.searchbox.com/category/searchbox-api/	contact@searchbox.com	Search	REST 		HTTP Basic Authentication over SSL
SecureNet	http://www.securenet.com	https://gateway.securenet.com/payment.asmx	http://www.securenet.com/developers	support@securenet.com	Payments	SOAP 		API Key
SeeqPod	http://seeqpod.com	http://www.seeqpod.com/api/v0.2	http://dev.seeqpod.com/error	api_support@seeqpod.com	Music	REST 		API Key, Username and password
Sellaround	http://www.sellaround.net/	https://sellaround.net/sellaround/rest/widgetService/	http://sellaround.net/modules/media/frontEnd/uploads/Sellaround_REST_API_Documen...	info@sellaround.net	Payments	REST 		API Key
semanticSBML	http://semanticsbml.org/	http://www.semanticsbml.org/semanticSBML/	http://www.semanticsbml.org/semanticSBML/plugin_restapidoc/	none given	Science	REST 		None
Sen.se	http://open.sen.se/	 http://api.sen.se/	http://dev.sen.se/	api@sen.se	Tools	REST 		API Key
Sentence Recognition	http://www.sentencerecognition.com/	http://www.sentencerecognition.com/sentencerecognition.php	http://www.SentenceRecognition.com	info@sentencerecognition.com	Tools	REST 		API Key
Sermon Browser	http://www.sermonbrowser.com/	http://api.preachingcentral.com/bible.php?passage=	http://www.sermonbrowser.com/forum/sermon-browser-support/xml-bible-web-service-...	info@sermonbrowser.com	Search	REST 		Public
setlist.fm	http://www.setlist.fm/	http://api.setlist.fm/rest/	http://api.setlist.fm/docs/index.html	info@setlist.fm	Music	XML 		API Key
Shareaholic	http://shareaholic.com	http://www.shareaholic.com/api/share	https://www.shareaholic.com/api/	jay@shareaholic.com	Social	REST 		API Key
Shared Workforce	http://www.sharedworkforce.com/	http://api.sharedworkforce.com	http://www.sharedworkforce.com/docs/rest	erica@sharedworkforce.com	Tools	REST 		API Key
Sholarometer	http://scholarometer.indiana.edu/	http://scholarometer.indiana.edu/api/	http://scholarometer.indiana.edu/data.html	scholarometer@googlegroups.com	Search	REST 		Public
Shuffler.fm	http://shuffler.fm/	http://api.shuffler.fm/v1/	http://shuffler.fm/developers	we@shuffler.fm	Music	REST 		API Key
Sick Marketing	http://sickmarketing.com	http://api.sickmarketing.com/api.php	http://api.sickmarketing.com/documentation.php	info@sickmarketing.com	Search	REST 		API Key
Sigimera	http://www.sigimera.org/	http://api.sigimera.org/v1/	https://api.sigimera.org/	support@sigimera.org	Weather	REST 		authentication token, http basic authentication, session sharing
Similar Sites	https://developer.similarweb.com/	http://api-similargroup.apigee.com/	https://developer.similarweb.com/	info@similargroup.com 	Search	XML 		Unspecified
Simperium	https://simperium.com/	https://api.simperium.com	https://simperium.com/docs/reference/http/#auth	contact@simperium.com	Tools	REST 		API Key, Access token
SimpleWorker	http://www.simpleworker.com/	https://worker-aws-us-east-1.iron.io/1	http://www.simpleworker.com/	info@simpleworker.com	Tools	REST 		OAuth 2
Singly	https://singly.com/	https://api.singly.com/oauth/authorize	https://singly.com/docs	support@singly.com	Social	REST 		OAuth 2.0
SkyServer	http://www.sdss.org	http://skyserver.sdss.org/dr1/en/	http://skyserver.sdss.org/dr1/en/help/docs/api.asp	helpdesk@sdss3.org	Science	REST 		Public
SlidePay	http://www.slidepay.com/	https://supervisor.getcube.com:65532/rest.svcAPI/login	https://getcube.atlassian.net/wiki/display/CDP/SlidePay+Developer+Documentation	charlie@getcube.com	Payments	REST 		Username & password
SmartEnergy	http://smartenergygroups.com/	http://api.smartenergygroups.com/api_sites/stream	http://smartenergygroups.com/api	https://smartenergygroups.com/contact	Financial	REST 		API Key
SnoCountry	http://snocountry.com/	http://feeds.snocountry.com/	http://feeds.snocountry.com/	andrew.davis@snocountry.org	Sports	HTTP 		API Key
SNOTEL	http://www.nrcs.usda.gov/wps/portal/nrcs/main	http://www.cuahsi.org/his/1.0/ws/	http://www.wcc.nrcs.usda.gov/snow/	jim.marron@por.usda.gov	Science	SOAP 		None
SOCH	http://www.ksamsok.se/	http://kulturarvsdata.se/ksamsok/api?method=	http://www.ksamsok.se/in-english/api/#sochapi	ksamsok@raa.se	Search	REST 		Public
Social Media Pemilu	http://pemiluapi.org/	http://api.pemiluapi.org/socmedpemilu	http://docs.socmedpemilu.apiary.io/	contact@pemiluapi.org	Social	HTTP 		API Key
Social Networks Software	http://www.socialnetworksoftware.com	http://www.socialnetworksoftware.com/socialnetwork_demo/api/	http://socialnetworksoftware.com/wiki/index.php?title=Main_Page	info@socialnetworksoftware.com	Social	REST 		API Key
Song.ly	http://song.ly	http://song.ly/api	http://song.ly/api.sng	api@song.ly	Music	REST 		API Key
SoundCloud	http://soundcloud.com	http://api.soundcloud.com	http://developers.soundcloud.com	api@soundcloud.com	Music	XML 		OAuth2, OAuth 1.0a
soundtoys	http://soundtoys.net	http://soundtoys.net/api	http://soundtoys.net/contribute/api	info@toxi.co.uk	Music	REST 		None
Space Physics Interactive Data Resource	http://spidr.ngdc.noaa.gov/spidr/home.do	http://spidr.ngdc.noaa.gov/spidr/servlet/	http://spidr.ngdc.noaa.gov/spidr/friend.do?hlink=services.jsp	spidr-support@rt.ngdc.noaa.gov	Science	REST 		Public
Spark Devices	http://www.sparkdevices.com	http://www.sparkdevices.com/api/v1/devices	http://docs.sparkdevices.com/	hello@sparkdevices.com	Tools	REST 		None
SpeakerText	speakertext.com	https://api.speakertext.com/v1	http://speakertext.com/api	support@speakertext.com	Tools	REST 		API Key
Species Invaders	http://www.rhok.org/	http://silentrunning.info/si/api/	http://www.rhok.org/solutions/species-invaders-api	morgant@makkintosshu.com	Science	REST 		None
Spendgate	http://spendgate.com/	https://spendgate-live.appspot.com/api/partner/	http://spendgate.com/developers/api/	support@spendgate.com	Financial	REST 		API Key
Spire ITIS	http://spire.umbc.edu/	http://spire.umbc.edu/webservice/webclient/WSDL/	http://spire.umbc.edu/webservice/webclient/description.php	jsachs@cs.umbc.edu	Science	SOAP 		None
Splitable	https://www.splitable.com/	https://www.splitable.com/split_payments/split?	https://www.splitable.com/developers	hello@splitable.com	Payments	REST 		API Key and API secret
Splitwise	http://splitwise.com/	https://secure.splitwise.com/api/v3.0/	http://dev.splitwise.com/	developers@splitwise.com	Tools	HTTP 		OAuth
SpringSense Meaning Detection	http://springsense.com/	http://api.springsense.com/	http://springsense.com/api/	info@springsense.com	Tools	REST 		API Key
Srch.io	http://www.srch.io	https://api.srch.io/api/v1	http://docs.srch.io/	support@srch.io	Search	REST 		API Token
stampr	https://stam.pr/	https://stam.pr/api/	http://stampr.github.io/stampr-api/	help@stam.pr	Tools	REST 		HTTP Basic Authentication
StatsMix	http://www.statsmix.com	http://www.statsmix.com/api/v2/	http://www.statsmix.com/developers	info@statsmix.com	Business	REST 		API Key
StayClassy	http://www.stayclassy.org/	http://www.stayclassy.org/api/	http://www.stayclassy.org/about	info@stayclassy.org	Financial	REST 		API Key
StesCodes Contact Grabber	http://stescodes.com	https://www.stescodes.com/api.aspx	http://stescodes.com/grabcontacts.aspx	support@stescodes.com	Social	REST 		API Key
StockTwits	http://stocktwits.com	https://api.stocktwits.com/api/2/	http://stocktwits.com/developers	sayem@stocktwits.com	Financial	REST 		OAuth
Storify	http://storify.com/	http://storify.com/	http://dev.storify.com/api/summary	api@storify.com	Social	HTTP 		API Key
Straker Translation	http://straker.ie/straker/	http://api.strakertranslations.com/api/v1/	http://straker.ie/products/translation-api/en/translation-api_home.cfm	http://straker.ie/straker/en/contact-us.cfm	Tools	REST 		User ID
Streamio	http://streamio.com/en/home	https://streamio.com/api/	http://streamio.com/api/docs	sales@streamio.com	Media	REST 		Basic Authentication over SSL
Stripe	stripe.com	https://api.stripe.com/	https://stripe.com/docs	support@stripe.com	Payments	REST 	http://www.apihub.com/stripe/api/stripe-api?utm_source=Programmableweb&amp;utm_mediu...	API Key
Strongspace	https://www.strongspace.com/	https://www.strongspace.com/api/v1/	https://www.strongspace.com/	support@strongspace.com	Storage	REST 		HTTP Basic Authentication over SSL
StudyStack	http://www.studystack.com/	http://www.studystack.com/servlet/	http://www.studystack.com	john.weidner@studystack.com	Education	REST 		API Key
Sublight	http://www.sublight.si/	http://www.sublight.si/API/Simple/	http://www.sublight.me/help	contact@sublight.si	Entertainment	REST 		HTTP Basic Authentication
SubscriptionBridge	http://earlyimpact.com/	https://www.subscriptionbridge.com/	http://wiki.subscriptionbridge.com/developer_guide/developer_guide	info@earlyimpact.com	Payments	REST 		Basic Authentication over SSL
Subtitleseeker	http://www.subtitleseeker.com/	http://api.subtitleseeker.com/	http://www.api.subtitleseeker.com/	api@subtitleseeker.com 	Entertainment	REST 		API Key
SubtitleSource	http://www.subtitlesource.org/	http://www.subtitlesource.org/api/{API KEY}/3.0/	http://www.subtitlesource.org/help/api	info@subtitlesource.org	Entertainment	REST 		API Key
Sumnotes	http://www.sumnotes.net	http://api.sumnotes.net/v1/extract/	http://api.sumnotes.net/v1/extract/	support@sumnotes.net	Tools	JSON 		apikey
Swellcast	http://swellcast.com.au/	http://swellcast.com.au/api/v1	http://swellcast.com.au/surf-forecast-api	info@swellca.st	Weather	REST 		API Key
Swiftype	http://swiftype.com/	http://api.swiftype.com/api/v1/	https://swiftype.com/documentation	support@swiftype.com	Search	REST 		Basic Authentication
SWITCHcast	http://www.switch.ch/	https://api.cast.switch.ch	http://help.switch.ch/cast/integration/api_specification.html	info@switch.ch	Education	REST 		HTTP Basic Authentication with certificate validation
Swivel	http://www.swivel.com/	https://api.swivel.com/v1/graphs	https://business.swivel.com/developers	visnu@swivel.com	Financial	REST 		HTTP Basic Authentication over SSL
Syllabs	http://www.syllabs.com/en/	http://api.syllabs.com/v0/	https://www.api.syllabs.com/	api-requests@syllabs.com	Tools	REST 		API Key
Synergizer	http://llama.mshri.on.ca/index.html	http://llama.mshri.on.ca/cgi/synergizer/serv	http://llama.mshri.on.ca/synergizer/doc/	fritz.roth@utoronto.ca	Science	REST 		Public
tagdef	http://www.tagdef.com	http://api.tagdef.com/	http://api.tagdef.com/	snokleby@gmail.com	Social	REST 		None
take.io	http://www.take.net/en/	https://api.take.io/rest/1.0/	http://developer.take.io/	info@take.net	Entertainment	REST 		OAuth
TakeABreak	http://www.takeabreak.com.au	http://www.takeabreak.com.au/TABWebservice/service.asmx	http://www.takeabreak.com.au/TABWebservice/service.asmx	support@takeabreak.com.au	Travel	SOAP 		HTTP Basic Authentication
TalentBin	http://www.talentbin.com/	http://api.talentbin.com/	http://www.talentbin.com/tdn	contact@talentbin.com	Social	REST 		API Key
TapCrowd	http://tapcrowd.com/	http://api.tapcrowd.com/	http://confluence.tapcrowd.com/display/dev/TapCrowd+API+and+SDK	info@tapcrowd.com	Tools	REST 		API Key
TaqTiqa	http://www.taqtiqa.com/	https://taq.io	http://api.taqtiqa.com/alpha/1/1/overview.html#tabs-1-section-1	support@taqtiqa.com	Financial	REST 		HTTP Basic Authentication over SSL, API Token
Taskbarn	http://www.taskbarn.com	http://www.taskbarn.com/api	http://www.taskbarn.com/api.html	contact@taskbarn.com	Tools	REST 		API Key
TaskRabbit	http://www.taskrabbit.com	https://www.taskrabbit.com/api/v1/	https://www.taskrabbit.com/platform	help@taskrabbit.com	Social	REST 		OAuth
TaxCloud	https://taxcloud.net/	https://api.taxcloud.net/1.0/TaxCloud.asmx	https://api.taxcloud.net/1.0/	service@taxcloud.net	Financial	SOAP 		API Key
Team Cowboy	http://www.teamcowboy.com	http://api.teamcowboy.com/v1	http://www.teamcowboy.com/api	api@teamcowboy.com	Sports	REST 		API Key
Telesocial	http://www.telesocial.com/	http://api.telesocial.com/api/rest/	https://dev.telesocial.com/	eric@telesocial.com	Social	REST 		API Key, SSL
Testcover.com	http://testcover.com/index.php	http://testcover.com/axis2/services/TestCases	http://testcover.com/pub/wsdl_notes.php	mgmt@testcover.com	Other	SOAP 		HTTP Basic Authentication over SSL
TEXTKING	https://www.textking.com/	https://api.textking.com	https://www.textking.com/api	sales@textking.com	Tools	REST 		OAuth, App secret
TFmodeller	http://www.ccg.unam.mx/	http://maya.ccg.unam.mx:8080/axis/TFmodellerService.jws	http://maya.ccg.unam.mx/~tfmodell/ws.html	contrera@ccg.unam.mx	Science	SOAP 		None
TheySay AffectR	http://theysay.io/	http://api.theysay.io/v1	http://docs.theysay.apiary.io/	contact@theysayanalytics.com	Tools	REST 		API Key
Thrillcall	http://thrillcall.com/	http://thrillcall.com/api/v2/	https://github.com/thrillcall/thrillcall-api	bizdev@thrillcall.com	Music	REST 		API Key
ThrustCurve	http://www.thrustcurve.org/	http://www.thrustcurve.org/servlets/	http://www.thrustcurve.org/searchapi.shtml	john@jcsw.com	Search	HTTP 		None
Tiket	http://tiket.com	https://api.tiket.com	http://docs.tiket.com/	dev@tiket.com	Travel	REST 		API Key, HTTP Basic
Timeanddate.com	http://www.timeanddate.com	http://api.xmltime.com/	https://services.timeanddate.com/	api@timeanddate.com	Tools	HTTP 		HTTP Basic Authentication, HMAC
Tiny-URL Open	http://tiny-url.info/	http://tiny-url.info/api/v1	http://tiny-url.info/open_api.html	contact@tiny-url.info	Tools	REST 		API Key
TLists	http://www.tlists.com	http://api.tlists.com/api/v2	http://apiwiki.tlists.com/w/page/3817203/FrontPage	ethan@tlists.com	Social	REST 		None
Topspin	http://www.topspinmedia.com/	https://app.topspin.net/api/v1/	https://docs.topspin.net/tiki-index.php?page=Topspin%20APIs&amp;structure=Dev%20Cent...	info@topspinmedia.com	Music	REST 		API Key
TourCMS Marketplace	http://www.tourcms.com	https://api.tourcms.com/	http://www.tourcms.com/support/api/mp/	support@tourcms.com	Travel	REST 		API Key
Tout	http://www.tout.com	https://api.tout.com/api/v1	http://developer.tout.com	partnerships@tout.com	Social	REST 		API Token
Tracesmart	http://www.tracesmart.co.uk/	https://{instance}.api.tracesmart.co.uk/v1/	http://developer.tracesmart.co.uk/	webservices@tracesmart.co.uk	Search	SOAP 		OAuth
TrackMyPeople	https://www.trackmypeople.com/	https://secure.trackmypeople.com/api/	https://www.trackmypeople.com/api	support@trackmypeople.com	Tools	HTTP 		HTTP Basic Authentication
Tradervue	http://www.tradervue.com	https://www.tradervue.com/api/v1	http://www.tradervue.com/	support@tradervue.com	Financial	REST 		HTTP Basic Authentication
Tradery	http://www.tradery.com	http://www.tradery.com/api 	http://www.tradery.com/doc/index.html?page=html/webapi_overview.html	info@tradery.com 	Financial	REST 		Available by request
Tradier	https://tradier.com/	https://api.tradier.com/v1/	https://developer.tradier.com	techsupport@tradier.com	Financial	REST 	http://www.apihub.com/tradier/api/tradier-api?utm_source=programmableweb&amp;utm_med...	OAuth 2.0
Trafficspaces	http://www.trafficspaces.com	https://&lt;subdomain&gt;.trafficspaces.com/&lt;resource_uri&gt;	http://support.trafficspaces.com/kb/api/api-introduction	cs@trafficspaces.com	Advertising	REST 		HTTP Basic Auth over SSL
TrakQR	http://trakqr.com/	http://trakqr.com/resources/api/	http://trakqr.com/resources/api/	info@trakqr.com	Tools	REST 		HTTP Basic Authentication over SSL, 
Transfluent	http://www.transfluent.com/	http://api.transfluent.com/	https://umbrasoftware.com/	support@transfluent.com	Tools	REST 		Access token
Translation Cloud	http://translationcloud.net/	http://www.translationcloud.net/api/	http://translationcloud.net/api	info@translationcloud.net	Tools	REST 		API Key
Translution	https://www.translution.com	http://www.translution.com/translutionwebservice/translute.asmx	http://www.translution.com/translution-api.aspx	support@translution.net	Tools	SOAP 		Security Code
Travel IQ	http://travel-iq.com	http://apiv3.travel-iq.com/	http://apiv3.travel-iq.com/	api@traveliq.net	Travel	REST 		API Key
Travelope	http://travelope.com	http://www.travelope.com/api/	http://www.travelope.com/ApiInfo	support@travelope.com	Travel	SOAP 		API Key
Traxo	https://www.traxo.com/	https://api.traxo.com/	https://sites.google.com/a/traxo.com/traxo-api/overview	api-support@traxo.com	Travel	REST 		API Key
Trekksoft	http://www.trekksoft.com/	https://api.trekksoft.com/	https://developers.trekksoft.com/	support@trekksoft.com	Travel	REST 		API Key
Trendspottr	http://trendspottr.com/welcome.php	http://trendspottr.com/api/v1.1/search.php	http://trendspottr.com/api/	api@TrendSpottr.com	Social	REST 		HTTP Basic Authentication
Trogsoft UK Weather	http://www.trogsoft.com/	http://api.trogsoft.net/weather	http://www.trogsoft.com/APIs/Weather	support@trogsoft.com	Weather	REST 		API Key
Trove	http://www.yourtrove.com	https://api.yourtrove.com/v2/	https://www.yourtrove.com/developers/	api@yourtrove.com	Social	REST 		OAuth 1.0a and OAuth 2
TrueSample	https://truesample.com/mp/home/	https://panelist.api.truesample.net/pq/panelist-name-address-validation	http://help.truesample.com/	support@truesample.com	Social	REST 		HTTP Basic Authentication
TrustCloud	https://trustcloud.com/	https://api.trustcloud.com/	https://trustcloud.com/partners/trustcloud-api	info@trustcloud.com	Social	REST 		None
TubeMogul	http://www.tubemogul.com	http://www.partner.com/api_rest	http://www.tubemogul.com/api/v3/doc	support@tubemogul.com	Advertising	REST 		Username and password
TurnItin iThenticate	http://www.ithenticate.com/	https://api.ithenticate.com/rpc 	http://www.ithenticate.com/	info@iThenticate.com	Education	REST 		HTTP Basic Authentication
Tweet Marker	http://www.riverfold.com/	https://api.tweetmarker.net/v1/lastread?	http://tweetmarker.net/	manton@riverfold.com	Social	REST 		OAuth Echo
TweetBoner	http://tweetboner.biz/	http://tweetboner.biz/	http://tweetboner.biz/api	tweetbonerapp@gmail.com	Social	REST 		None
Tweettronics	http://www.tweettronics.com/	http://tweettronics.com/api	http://www.tweettronics.com/home/apipro	contact@tweettronics.com	Media	REST 		API Key
Twinword Language Scoring	http://twinword.com/	https://twinword-language-scoring.p.mashape.com/	http://twinword.com/developer-api.php?view=full	feedback@twinword.com	Tools	HTTP 		API Key
Twishort	http://twishort.com	http://api.twishort.com	http://twishort.com/page/api/	mail@twishort.com	Social	HTTP 		OAuth, OAuth Echo, API Key
TwitchTV	http://www.twitch.tv/	https://api.twitch.tv/kraken	http://dev.twitch.tv/	help@twitch.tv	Social	REST 		OAuth 2, OAuth 2
TwitDoc	http://twitdoc.com/	http://twitdoc.com/api/	http://twitdoc.com/apihelp.asp	support@twitdoc.com	Tools	HTTP 		API Key
Twitter	http://twitter.com	http://twitter.com/statuses/	https://dev.twitter.com/docs	http://pbwiki.com/support.wiki?wiki=twitterapi	Social	REST 	http://www.apihub.com/twitter2/api/twitter-rest-api?utm_source=programmableweb&amp;u...	HTTP Basic Auth, OAuth
Twtmore	http://twtmore.com	http://api.twtmore.com/	http://twtmore.com/api	dev@twtmore.com	Social	REST 		API Key
TwTube	http://twtu.be	http://twtu.be/?	http://twtu.be/dev	http://twtu.be/contact/	Tools	REST 		None
txtr Reaktor	http://txtr.com/	http://txtr.com/rest/rpc?service	http://us.txtr.com/reaktor/	support@txtr.com	Other	SOAP 		API Token, username and password
Tykli	http://www.tyk.li	http://tyk.li/rs/v0/	http://tyk.li/api	info@tykli.com	Search	REST 		API Key
TYPOGRAFFIT	http://typograffit.com	http://typograffit.com/rest_json/	http://typograffit.com/pages/api	typograffit@gmail.com	Tools	REST 		Username/Password
uBio Namebank	http://www.ubio.org/index.php?pagename=genera	http://www.ubio.org/webservices/service.php?function=	http://www.ubio.org/index.php?pagename=xml_services	admin@ubio.org	Science	SOAP 		API Key
uBoost	http://www.uboost.com/	http://api.uboost.com/	http://www.uboost.com/web-services-api/welcome/	info@uBoost.com	Social	REST 		HTTP Basic Authentication
UChicago Can I Graduate?	http://www.uchicago.edu/	http://canigraduate.uchicago.edu/data/	https://canigraduate.uchicago.edu/api.php	kdwang@uchicago.edu	Education	JSON 		Unspecified
Udemy	udemy.com	https://www.udemy.com/api-1.1/	https://developers.udemy.com/	bizdev@udemy.com	Education	REST 		Unspecified
UN OCHA Financial Tracking System	http://fts.unocha.org/pageloader.aspx?page=ho	http://fts.unocha.org/api/v1/	http://fts.unocha.org/api/Files/APIUserdocumentation.htm	fts@un.org	Financial	REST 		Public
Unbounce	http://www.unbounce.com	https://api.unbounce.com	https://api.unbounce.com	api-team@unbounce.com	Advertising	REST 		HTTP Basic Authentication over SSL, API Key, OAuth
Unglue.it	https://unglue.it/	https://unglue.it/api/v1/	https://unglue.it/api/help	support@gluejar.com	Other	REST 		API Key, username
Unified Software AddressVal	http://www.unifiedsoftware.co.uk/	http://www.unifiedsoftware.co.uk/services/addrval/	http://www.unifiedsoftware.co.uk/developers/technicaldetails/addrval.html#no2	info@unifiedsoftware.co.uk	Tools	SOAP 		Username/Password
United Nations SWERA	http://swera.unep.net	http://na.unep.net/swera_ims/WS/index.php?	http://en.openei.org/apps/SWERA/	Daniel.Puig@unep.fr	Weather	REST 		Public
Unofficial Heavens Above	http://brainsinjars.com/	http://api.uhaapi.com/satellites/	http://uhaapi.com/api-documentation-v2-0/	uhaapi@brainsinjars.com	Science	REST 		Public
USA Today Sports Salaries	http://www.usatoday.com/	http://api.usatoday.com/open/salaries	http://developer.usatoday.com/docs/read/salaries	api@usatoday.com	Sports	REST 		API Key
Usersnap	https://usersnap.com/	https://restapi.usersnap.com/v1.	https://usersnap.com/doc/provisioning	contact@usersnap.com	Tools	REST 		API Key
USGS National Water Information System	http://www.usgs.gov/	http://qwwebservices.usgs.gov/Station	http://qwwebservices.usgs.gov/	GS-W-QWWebServicesHelp@usgs.gov	Science	REST 	http://www.apihub.com/usgs/api/usgs-water-quality-portal-api?utm_source=programm...	None
